Dia;Temperatura;NESTLE Picole Coco 36x58g BR;CLASSIC Svt Chocolate Picole 36x59g BR;SEM PARAR Svt Copo Chocolate 12x104g BR;LA FRUTTA Svt Limao Pote 6x700ml BR;BATON Svt Picole Chocolate 50x34g BR;MOLICO Sorvete Creme Pote 6x700ml BR;SERENATA DE AMOR Mousse Cone 16x100g BR;GALAK Sorvete Pote 2L N1 BR;PRESTIGIO Sorvete Pote 2L N1 BR;NESTLE Sorvete Flocos Pote 2L N1 BR;NESTLE Sorvete Creme Pote 2L N1 BR;NESTLE Sorvete Napolitano Pote 2L N2 BR;CHAMBINHO Sorvete Morango 24x45g BR;TALENTO Svt Avelas Picole 25x55g BR;PRESTIGIO Svt Chocolover 25x60g BR;NEGRESCO Sorvete Pote 2L N1 BR;MOCA Svt Doce de Leite Picole 36x59g BR;PEGA POP Sorvete 36x48g BR;GAROTO Trio Napolitano Sorvete Pote 2LBR;CLASSIC Duo Sorvete Pote 2L BR;GAROTO CARIBE Picole 36x67g BR;GAROTO SHOW DE BOLA Picole 24x49g BR;SERENATA DE AMOR Svt Cone 16x78g BR;BATON Svt Picole Chocolate 50x32g BR;MOCA Brigadeiro Svt Picole 36x52g BR;ABRACADABRA SvtPic Tutti Frutti 30x46gBR;LOLLO Sorvete Cone 16x77g BR;GALAK Sorvete Picole 25x53g BR;LA FRUTTA Svt Morango Picole 36x58g BR;SENSACAO Sorvete Cone 16x74g BR;NESTLE Svt Napolitano Exclusivo 2L BR;CHARGE Sorvete Picole 25x60g BR;MEGA Trufa Branco Picole 20x71g BR;MEGA Classico Sorvete 20x73g BR;LA FRUTTA Abacaxi Picole 36x58g BR;LA FRUTTA Uva Picole 36x58g BR;LA FRUTTA Limao Picole 36x58g BR;MEGA Sorvete Alpino 20x73g BR;SENSACAO Sorvete Pote 2L N1 BR;PEGA POP Surpresa Sorvete 36x44g BR;CLASSIC Branco Sorvete Picole 20x53g BR;PRESTIGIO Sorvete Picole 20x54g BR;PEGA POP Sorvete Picole 36x45g BR;LA FRUTTA Manga 36x58g BR;GALAK Sorvete Pote 1,5L BR;NEGRESCO Sorvete Pote 1,5L BR;NESTLE Svt Naptn Especialidades 1,5L BR;NESTLE Svt Flocos Classic Pote 1,5L BR;SENSACAO Sorvete Pote 1,5L BR;PRESTIGIO Sorvete Pote 1,5L BR;MOCA Sorvete Brigadeiro Pote 1,5L BR;NESTLE Svt Creme Gourmet Pote 1,5L BR;LA FRUTTA Svt Manga c/ Maracuja 1,5L BR;LA FRUTTA Svt Morango c/Framboesa 1,5LBR;LA FRUTTA Svt Abacaxi c/ Coco 1,5L BR;LA FRUTTA Coco Picole 36x56g BR;NESTLE Gelato Svt Vaniglia 6x455ml BR;NESTLE Gelato Svt Crml Salato 6x455ml BR;NESTLE Gelato SvtCioccolatoNero6x455mlBR;NESTLE Gelato Svt Limoncello 6x455ml BR;MOLICO Svt Chocolate e Morango 6x455mlBR;MOLICO Sorvete Creme 6x455ml BR;NESTLE Gelato Svt Vaniglia 1,5Lts BR;ALPINO Sorvete 6x455ml BR;NEGRESCO Sorvete 6x455ml BR;NESTLE Gelato Svt Choc Nero 1,5Lts BR;CRUNCH Sorvete 6x455ml BR;NESTLE Gelato Svt Limoncello 1,5L BR;NESTLE Gelato Svt Crml Salato 1,5L BR;NESTLE Gelato Svt Limoncello 12x180ml BR;NESTLE Gelato Svt CrmlSalato 12x180ml BR;NESTLE Gelato Svt ChocNero 12x180ml BR;NESTLE Gelato Svt Vaniglia 12x180ml BR;SEM PARAR Svt Morango e Choc 12x180ml BR;MOLICO Sorvete Creme 12x180ml BR;ALPINO Sorvete 12x180ml BR;CRUNCH Sorvete 12x180ml BR;NESTLE GELATO Svt Pistacchio 6x455ml BR;NESTLE GELATO Svt PannaCotta 6x455ml BR;NESTLE Svt Creme Bulk 5L BR;NESTLE Svt Chocolate Bulk 5L BR;LA FRUTTA Svt Morango Bulk 5L BR;NESTLE Gelato Svt PannaCotta 12x180ml BR;NESTLE GELATO Svt Panna Cotta 1,5L BR;NESTLE Gelato Svt Pistacchio 12x180ml BR;Total
27/06/2015;15,98;;11;6;;;;;;;;;;8;;;;2;;;;;;5;4;7;;13;;2;5;;;11;12;;5;5;2;;3;4;3;2;3;2;1;11;3;2;2;4;3;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146
30/06/2015;17,98;;4;5;;;;;;;;;;1;;;;2;;;;;;2;2;3;;2;;3;3;;;1;1;;2;;;;1;2;4;1;;2;;7;3;;;2;12;;1;;4;10;7;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;103
01/07/2015;13,62;;6;2;;;;;;;;;;7;;;;2;;;;;;6;5;5;;4;;6;2;;;1;6;;6;6;6;;2;2;3;4;4;1;;3;2;1;1;3;;1;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103
02/07/2015;14,9;;9;7;;;;;;;;;;8;;;;6;;;;;;7;8;11;;8;;5;11;;;5;9;;6;5;15;;4;8;6;3;;3;2;6;;;5;4;5;;3;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174
03/07/2015;16,68;;3;2;;;;;;;;;;3;;;;1;;;;;;5;3;4;;2;;3;1;;;11;6;;3;5;7;;;8;4;1;;15;1;14;5;2;3;19;16;1;7;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162
04/07/2015;10,98;;7;6;;;;;;;;;;9;;;;7;;;;;;5;6;9;;6;;3;7;;;16;15;;4;4;11;;1;13;10;5;2;4;4;13;4;5;4;2;6;3;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199
06/07/2015;14,9;;2;;;;;;;;;;;1;;;;2;;;;;;;1;2;;1;;1;1;;;2;1;;1;1;1;;1;2;2;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25
07/07/2015;15,28;;19;11;;;;;;;;;;13;;;;1;;;;;;6;6;16;;21;;8;19;;;17;13;;8;7;12;;2;15;10;5;1;4;2;7;4;4;4;5;13;;1;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265
08/07/2015;15,86;;5;5;;;;;;;;;;3;;;;1;;;;;;1;4;3;;6;;2;5;;;7;8;;2;2;7;;1;4;2;3;3;15;7;13;3;3;4;11;20;7;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165
09/07/2015;16,12;;6;2;;;;;;;;;;;;;;2;;;;;;3;2;6;;3;;2;3;;;3;7;;5;4;4;;1;3;2;1;2;1;1;4;4;;1;2;5;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85
10/07/2015;16,1;;7;3;;;;;;;;;;6;;;;;;;;;;7;9;9;;8;;6;13;;;15;14;;5;4;9;;3;9;7;1;2;5;3;15;10;3;4;4;9;3;1;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204
11/07/2015;15,8;;10;4;;;;;;;;;;2;;;;1;;;;;;1;3;4;;6;;7;5;;;6;15;;6;6;5;;;3;5;;3;2;3;6;5;4;3;7;5;5;7;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151
14/07/2015;13,34;;3;2;;;;;;;;;;3;;;;1;;;;;;2;3;2;;4;;5;6;;;5;6;;2;2;3;;1;6;3;1;2;;1;6;;1;;2;5;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78
15/07/2015;10,9;;6;6;;;;;;;;;;7;;;;2;;;;;;6;5;7;;3;;2;12;;;12;8;;7;7;10;;;8;11;3;1;5;5;14;7;8;7;6;7;2;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193
16/07/2015;13,68;;9;7;;;;;;;;;;9;;;;2;;;;;;9;5;10;;9;;4;13;;;13;11;;10;6;17;;2;8;10;;;28;9;43;19;10;9;27;24;13;12;22;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;373
17/07/2015;15,5;;12;8;;;;;;;;;;4;;;;1;;;;;;3;5;10;;7;;1;10;;;7;7;;6;5;5;;1;6;5;1;;20;10;33;11;8;5;18;15;4;7;11;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;249
18/07/2015;16,3;;5;3;;;;;;;;;;6;;;;;;;;;;4;5;4;;5;;1;4;;;6;6;;2;1;5;;;3;3;;;9;13;10;9;7;4;9;10;4;7;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153
21/07/2015;13,36;;1;6;;;;;;;;;;1;;;;1;;;;;;3;;3;;2;;;3;;;3;3;;2;1;3;;;1;2;;;10;8;10;8;4;6;8;16;2;;1;3;4;6;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;135
22/07/2015;12,52;;5;6;;;;;;;;;;3;;;;3;;;;;;6;2;7;;8;;2;5;;;10;8;;1;2;7;;2;10;5;1;2;2;2;2;5;3;6;2;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124
23/07/2015;13,88;;3;2;;;;;;;;;;1;;;;2;;;;;;1;1;2;;;;3;3;;;5;4;;6;4;13;;1;5;3;4;2;14;198;15;12;4;9;16;12;5;6;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;364
24/07/2015;15,82;;17;3;;;;;;;;;;4;;;;;;;;;;4;4;3;;2;;;2;;;8;7;;5;5;6;;1;5;2;;2;8;40;11;2;1;3;7;3;3;4;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;169
25/07/2015;15,6;;9;7;;;;;;;;;;9;;;;2;;;;;;6;7;10;;11;;5;6;;;12;11;;2;1;11;;3;7;4;3;1;10;172;9;2;5;3;9;9;2;4;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;358
27/07/2015;16,86;;2;9;;;;;;;;;;4;;;;;;;;;;5;5;6;;6;;1;6;;;8;8;;2;6;6;;;2;3;1;;4;52;5;1;4;;7;5;3;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167
29/07/2015;18,18;;7;6;;;;;;;;;;12;;;;4;;;;;;7;1;10;;8;;6;12;;;13;15;;3;7;10;;3;8;5;3;2;8;24;16;11;3;4;9;18;4;4;2;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;252
30/07/2015;20,48;;21;13;;;;;;;;;;15;;;;2;;;;;;10;9;9;;9;;9;14;;;13;21;;11;13;12;;6;7;7;4;4;7;8;15;7;3;7;8;8;5;7;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;296
31/07/2015;22,26;;63;9;;;;;;;;;;23;;;;3;;;;;;8;21;31;;17;;22;25;;;32;24;;43;60;26;;5;17;15;8;15;13;3;28;16;3;3;8;15;6;3;3;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;595
01/08/2015;18,78;;9;5;;;;;;;;;;4;;;;6;;;;;;2;5;8;;5;;7;3;;;5;4;;7;10;8;;2;6;5;3;4;3;4;6;2;1;;8;2;6;4;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;154
04/08/2015;17,62;;40;20;;;;;;;;;;27;;;;7;;;;;;12;21;34;;27;;28;26;;;39;33;;42;35;35;;3;28;22;10;17;8;10;19;8;6;7;16;17;4;6;3;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;638
05/08/2015;17,54;;11;8;;;;;;;;;;9;;;;6;;;;;;7;9;11;;4;;7;8;;;10;12;;10;7;17;;4;10;11;5;3;38;14;52;33;14;12;30;35;9;15;8;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;437
06/08/2015;23,5;;38;21;;;;;;;;;;38;;;;11;;;;;;17;20;39;;24;;25;28;;;31;32;;36;46;21;;11;28;16;17;9;25;16;30;26;14;18;21;23;14;20;17;30;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;764
07/08/2015;27,08;;72;14;;;;;;;;;;22;;;;7;;;;;;6;16;20;;12;;18;12;;;23;16;;50;47;16;;6;20;17;4;8;71;64;101;61;66;84;48;60;49;48;53;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1138
08/08/2015;26,56;;22;23;;;;;;;;;;23;;;;15;;;;;;15;21;27;;14;;20;21;;;25;26;;22;25;25;;5;18;16;8;9;34;10;42;21;9;12;25;21;4;7;6;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;587
11/08/2015;19,98;;44;22;;;;;;;;;;27;;;;17;;;;;;19;18;33;;20;;39;35;;;35;33;;44;41;37;;9;25;24;10;18;27;24;57;27;23;20;33;28;12;15;13;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;861
12/08/2015;22,84;;34;2;;;;;;;;;;32;;;;12;;;;;;11;20;37;;19;;30;29;;;34;34;;43;40;42;;6;28;26;11;15;134;52;192;117;66;73;100;80;48;55;71;26;66;60;60;60;;;;;;;;;;;;;;;;;;;;;;;;;;1765
13/08/2015;23,3;;66;;;;;;;;;;;50;;;;19;;;;;;18;25;49;;28;;41;36;;;37;39;;64;61;33;;9;34;32;14;19;18;11;48;18;8;7;32;11;3;7;7;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;885
14/08/2015;22,66;;72;;;;;;;;;;;50;;;;18;;;;;;25;39;56;;43;;56;49;;;46;59;;71;68;43;;7;51;42;15;21;56;27;120;67;25;40;91;44;22;32;36;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1439
15/08/2015;20,5;;27;;;;;;;;;;;15;;;;6;;;;;;6;17;18;;13;;16;19;;;16;24;;28;24;13;;3;27;15;2;11;26;16;49;24;16;12;22;19;9;11;10;17;6;6;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;555
18/08/2015;20,78;;40;2;;;;;;;;;;28;;;;10;;;;;;12;17;31;;18;;19;27;;;31;29;;27;25;24;;3;25;21;5;11;15;11;28;15;9;11;9;17;4;5;6;26;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;563
19/08/2015;15,8;;31;;;;;;;;;;;26;;;;11;;;;;;13;14;29;;19;;23;22;;;42;30;;23;28;30;;6;22;19;5;15;34;31;61;48;35;28;30;28;18;23;25;17;;;;;6;3;;;;;;;;;;;;;;;;;;;;;;;;795
20/08/2015;16,14;;18;;;;;;;;;;;12;;;;9;;;;;;10;12;10;;14;;15;20;;;15;15;;22;28;10;;2;13;14;3;11;22;16;75;21;15;54;38;23;6;13;6;14;4;4;5;4;7;2;;;;;;;;;;;;;;;;;;;;;;;;582
21/08/2015;18,42;;14;;;;;;;;;;;16;;;;5;;;;;;9;15;16;;15;;13;17;;;21;23;;16;15;16;;4;17;12;5;4;25;17;59;25;17;14;27;17;7;10;10;11;4;4;3;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;511
22/08/2015;19,38;;27;;;;;;;;;;;19;;;;7;;;;;;11;8;26;;14;;15;20;;;28;27;;24;26;27;;3;22;12;4;7;20;12;41;19;15;13;12;14;10;8;8;13;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;516
25/08/2015;17,54;;20;;;;;;;;;;;13;;;;8;;;;;;15;10;16;;22;;9;27;;;22;19;;9;13;18;;3;20;15;5;5;5;6;15;5;5;5;9;7;4;5;5;6;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;351
26/08/2015;17,8;;15;;;;;;;;;;;19;;;;6;;;;;;5;8;21;;6;;8;18;;;23;20;;13;18;27;;1;19;10;;2;23;1;43;29;13;19;22;19;5;11;7;9;;;;;7;3;;;;;;;;;;;;;;;;;;;;;;;;450
27/08/2015;18,22;;40;;;;;;;;;;;15;;;;7;;;;;;11;8;18;;14;;13;20;;;23;24;;19;27;23;;3;17;14;6;6;20;1;30;12;8;8;17;9;3;5;9;15;;;;;10;9;;6;;;4;;;;;;;;;;;;;;;;;;;474
28/08/2015;15,04;;87;;;;;;;;;;;55;;;;4;;;;;;31;41;65;;44;;54;48;;;48;55;;61;55;48;;17;52;49;22;43;41;;103;60;18;36;47;26;5;17;10;52;10;10;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;1334
29/08/2015;18,4;;55;;;;;;;;;;;22;;;;4;;;;;;12;20;18;;25;;2;28;;;29;26;;45;44;23;;7;14;15;11;4;25;;67;494;21;15;28;29;4;8;7;19;;;;;4;1;;5;;;3;;;;;;;;;;;;;;;;;;;1134
31/08/2015;23,12;;25;;;;;;;;;;;17;;;;;;;;;;16;18;17;;16;;49;16;;;17;17;;49;48;16;;;16;16;16;16;;6;1;21;1;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;454
01/09/2015;16,92;;27;;;;;;;;;;;24;;;;5;;;;;;24;8;25;;21;;19;22;;;29;27;;29;28;27;;4;17;23;10;7;3;2;16;6;6;2;8;11;1;3;2;22;;3;;2;6;4;;8;;;9;;;;;;;;;;;;;;;;;;;490
02/09/2015;15,88;;38;;;;;;;;;;;29;;;;9;;;;;;14;23;29;;20;;38;23;;;23;24;;39;44;26;;8;24;22;18;12;73;;104;2;36;38;62;20;20;42;31;29;4;7;6;6;25;23;;4;;;3;;;;;;;;;;;;;;;;;;;998
03/09/2015;17,02;;41;;;;;;;;;;;42;;;;13;;;;;;34;26;52;;32;;32;43;;;46;47;;44;39;39;;10;30;38;11;13;24;;51;;16;17;23;18;5;8;6;35;4;4;3;3;9;9;;15;;;13;;;;;;;;;;;;;;;;;;;895
04/09/2015;15,92;;117;;;;;;;;;;;30;;;;4;;;;;;11;42;74;;20;;30;32;;;52;33;;57;63;33;;14;32;28;16;22;13;;24;5;6;6;10;12;3;3;3;46;1;2;3;1;3;;;5;;;3;;;;;;;;;;;;;;;;;;;859
05/09/2015;16,04;;30;;;;;;;;;;;10;;;;4;;;;;;9;8;23;;14;;9;17;;;18;18;;22;23;17;;3;20;14;4;7;34;1;72;33;34;34;24;30;15;31;31;6;8;9;9;7;6;23;;17;;;17;;;;;;;;;;;;;;;;;;;711
09/09/2015;17,44;;17;;;;;;;;;;;11;;;;;;;;;;11;11;10;;13;;8;10;;;11;13;;17;12;20;;2;11;14;1;3;48;1;97;43;33;32;32;41;13;20;23;12;3;1;8;4;19;18;;18;;;18;;;;;;;;;;;;;;;;;;;679
10/09/2015;17,5;;39;;;;;;;;;;;19;;;;9;;;;;;15;18;27;;22;;20;25;;;31;31;;25;21;25;;9;28;20;9;11;8;;33;8;9;6;17;7;4;8;6;27;1;1;2;2;27;23;;10;;;7;;;;;;;;;;;;;;;;;;;610
11/09/2015;13,44;;50;;;;;;;;;;;29;;;;7;;;;;;12;19;31;;20;;9;19;;;38;25;;18;18;36;;5;24;21;7;1;30;1;65;26;15;19;25;45;12;17;12;18;;;;3;19;10;;11;;;10;;;;;;;;;;;;;;;;;;;727
12/09/2015;10,84;;68;;;;;;;;;;;20;;;;9;;;;;;19;11;29;;17;;16;22;;;29;26;;31;30;31;;5;18;26;3;6;23;;53;12;16;15;28;7;5;8;9;56;10;10;10;10;9;2;;5;;;7;;;;;;;;;;;;;;;;;;;711
15/09/2015;20,3;;14;;;;;;;;;;;8;;;;3;;;;;;8;8;16;;12;;10;12;;;11;16;;13;13;12;;4;15;15;2;2;20;;31;13;13;8;21;14;6;11;9;8;;;1;1;4;3;;5;4;;4;;;;;;;;;;;;;;;;;;;370
16/09/2015;18,1;;14;;;;;;;;;;;10;;;;2;;;;;;9;3;10;;10;;9;11;;;11;13;;7;7;7;;2;10;10;2;4;74;;115;56;45;38;75;40;15;18;16;6;10;12;14;7;9;5;;8;6;;6;;;;;;;;;;;;;;;;;;;726
17/09/2015;17,34;;27;;;;;;;;;;;16;;;;14;;;;;;12;7;17;;13;;12;19;;;21;23;;11;12;21;;3;16;17;5;7;37;;140;45;24;34;54;30;5;13;12;13;3;6;5;6;3;3;;6;5;;5;;;;;;;;;;;;;;;;;;;722
18/09/2015;17,34;;20;;;;;;;;;;;18;;;;5;;;;;;13;7;20;;15;;10;21;;;24;29;;14;13;53;;5;20;13;2;2;71;;94;41;35;43;53;18;16;15;15;10;;2;4;;13;7;;5;3;;5;;;;;;;;;;;;;;;;;;;754
19/09/2015;18,18;;14;;;;;;;;;;;11;;;;6;;;;;;11;5;13;;9;;12;12;;;20;13;;16;11;16;;3;15;17;4;1;25;;92;38;21;14;34;14;4;5;14;7;;;;;8;2;;5;3;;4;;;;;;;;;;;;;;;;;;;499
22/09/2015;19,9;;16;;;;;;;;;;;14;;;;6;;;;;;11;4;13;;9;;12;14;;;24;19;;15;14;17;;14;11;12;;5;26;;71;26;23;21;30;18;6;7;8;9;4;6;6;6;8;3;;8;4;;7;;;;;;;;;;;;;;;;;;;527
23/09/2015;19,54;;3;;;;;;;;;;;1;;;;;;;;;;2;1;2;;2;;2;4;;;3;4;;1;1;7;;;1;2;1;;21;;33;12;12;7;22;17;4;3;7;4;1;1;1;2;5;3;;5;1;;5;;;;;;;;;;;;;;;;;;;203
24/09/2015;20,6;;21;;;;;;;;;;;14;;;;10;;;;;;12;7;19;;12;;12;15;;;19;20;;16;15;17;;7;13;15;5;7;13;;31;15;8;5;18;2;5;6;3;9;1;2;1;;;;;1;2;;1;;;;;;;;;;;;;;;;;;;379
25/09/2015;18,94;;13;;;;;;;;;;;11;;;;6;;;;;;10;5;15;;14;;10;18;;;16;12;;9;6;14;;8;11;9;1;4;35;;65;15;27;20;47;28;12;19;20;8;12;11;6;10;16;11;;;;;1;;;;;;;;;;;;;;;;;;;555
26/09/2015;17,6;;11;;;;;;;;;;;4;;;;1;;;;;;5;4;7;;3;;7;6;;;8;5;;6;10;7;;1;4;6;;5;2;;9;1;3;3;1;6;1;1;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138
29/09/2015;18,88;;19;;;;;;;;;;;14;;;;2;;;;;;16;14;25;;29;;5;26;;;34;26;;9;10;27;;8;17;11;1;;25;;55;24;26;19;44;25;5;6;12;10;;;;;8;9;;15;11;;17;;;;;;;;;;;;;;;;;;;604
30/09/2015;16,66;;24;;;;;;;;;;;36;;;;6;;;;;;33;13;27;;39;;21;47;;;42;41;;16;11;34;;21;24;31;5;9;45;;99;44;37;33;47;34;10;20;19;22;;;;;9;;;3;;;2;;;;;;;;;;;;;;;;;;;904
01/10/2015;18,04;;12;;;;;;;;;;;7;;;;;;;;;;7;3;6;;5;;6;11;;;9;8;;10;8;12;;3;10;7;2;;15;;50;17;6;6;19;22;4;9;8;6;;;;;4;7;;2;;;1;;;;;;;;;;;;;;;;;;;302
02/10/2015;20,8;;28;;;;;;;;;;;18;;;;9;;;;;;25;15;23;;21;;22;48;;;37;33;;18;19;27;;;22;20;9;4;30;;58;27;10;18;35;28;8;16;16;19;2;2;1;1;20;10;;8;6;;7;;;;;;;;;;;;;;;;;;;720
03/10/2015;15,18;;4;;;;;;;;;;;4;;;;2;;;;;;5;3;4;;2;;6;6;;;7;7;;9;9;7;;;5;2;2;2;3;;5;4;2;1;4;6;;1;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118
06/10/2015;21,64;;11;;;;;;;;;;;3;;;;4;;;;;;7;5;5;;5;;1;10;;;13;13;;7;4;8;;1;5;3;1;1;1;;16;;;1;2;11;1;1;;2;2;3;3;;1;;;4;2;;3;;;;;;;;;;;;;;;;;;;160
07/10/2015;20,36;;30;;;;;;;;;;;25;;;;10;;;;;;28;16;28;;22;;14;22;;;32;33;;14;10;25;;3;16;23;12;4;25;;51;32;9;13;22;29;14;19;18;15;9;17;17;16;10;6;;16;12;;13;;;1;1;2;1;;;16;13;;;;;;;;;764
08/10/2015;19,26;;28;;;;;;;;;;;24;;;;15;;;;;;5;18;23;;15;;17;23;;;24;24;;15;18;11;;3;16;17;9;7;4;;7;6;3;1;3;;1;1;1;18;1;2;4;2;3;4;;2;1;;2;;;3;3;3;3;;;33;36;;;;;;;;;459
09/10/2015;18,16;;26;;;;;;;;;;;27;;;;6;;;;;;;40;18;;11;;13;21;;;25;21;;13;15;20;;;13;13;3;4;34;;97;23;20;20;24;18;8;15;9;13;;;;;12;10;;8;6;;9;;;2;2;2;2;;;51;46;;;;;;;;;720
10/10/2015;16,34;;43;;;;;;;;;;;39;;;;4;;;;;;;52;38;;12;;18;19;;;16;18;;54;39;12;;2;36;21;21;3;21;;32;16;11;11;15;11;6;10;11;9;;;;;3;;;2;;;;;;;;;;;;27;25;;;;;;;;;657
14/10/2015;20,82;;13;;;;;;;;;;;20;;;;9;;;;;;8;15;15;;13;;4;16;;;24;19;;15;11;17;;3;13;12;7;1;43;;71;38;17;21;33;42;13;19;15;7;;4;3;2;19;9;;6;4;;2;;;;;;;;;34;27;;;;;;;;;664
15/10/2015;20,2;;26;;;;;;;;;;;34;;;;9;;;;;;14;27;21;;19;;12;22;;;23;22;;22;22;20;;1;22;13;3;10;11;;28;7;10;6;10;7;1;3;5;8;;;;;1;2;;5;7;;6;;;3;3;3;3;;15;27;30;;;;;;;;;543
16/10/2015;18,22;;15;;;;;;;;;;;29;;;;3;;;;;;10;10;12;;11;;11;15;;;20;15;;10;15;20;;3;14;9;3;5;45;;111;39;29;37;35;32;12;15;18;9;4;6;4;5;12;7;;7;3;;5;;;4;4;4;4;;16;30;26;;;;;;;;;753
17/10/2015;14;;9;;;;;;;;;;;19;;;;4;;;;;;3;8;10;;9;;8;8;;;13;15;;10;7;10;;;3;6;2;1;25;;37;29;10;25;17;4;;6;4;9;;;;;2;1;;2;1;;1;;;;;;;;20;29;29;;;;;;;;;396
20/10/2015;23,66;;23;;;;;;;;;;;26;;;;8;;;;;;12;19;20;;14;;13;21;;;24;20;;12;14;21;;1;18;13;2;2;21;;68;21;14;13;26;12;4;6;7;9;1;;;1;2;2;;4;2;;4;;;1;1;1;1;;29;29;26;;;;;;;;;588
21/10/2015;17,64;;58;;;;;;;;;;;28;;;;4;;;;;;8;15;18;;8;;9;13;;;18;17;;20;18;19;;5;18;10;2;4;52;;97;38;39;34;77;40;17;17;19;51;1;4;5;1;16;10;;8;9;;8;;;;;;;;23;29;30;;;;;;;;;917
22/10/2015;19,4;;22;;;;;;;;;;;45;;;;4;;;;;;14;15;23;;10;;10;15;;;27;26;;20;16;22;;1;19;20;4;2;14;;39;15;10;11;12;11;4;5;2;13;;;;;2;1;;3;4;;4;;;;;;;;28;6;22;;;;;;;;;521
23/10/2015;19,94;;34;;;;;;;;;;;18;;;;4;;;;;;13;13;17;;12;;10;17;;;23;26;;23;22;18;;1;14;10;1;3;13;;42;20;14;17;12;18;6;7;8;13;1;2;1;;;;;1;;;;;;;;;;;28;;;;;;;;;;;482
24/10/2015;15,8;;47;;;;;;;;;;;55;;;;13;;;;;;16;52;39;;18;;42;30;;;35;33;;36;39;34;;4;30;14;7;14;35;;76;39;15;12;27;13;5;6;5;18;24;33;29;29;6;7;;2;2;;2;;;1;1;1;1;;17;;;;;;;;;;;964
27/10/2015;21,76;;41;;;;;;;;;;;41;;;;8;;;;;;14;35;26;;24;;24;30;;;34;36;;28;21;30;;12;17;22;7;12;21;;58;19;20;7;13;16;1;2;3;17;1;1;1;;5;3;;3;3;;2;;;;;;;;19;12;11;;;;;;;;;700
28/10/2015;21,14;;39;;;;;;;;;;;36;;;;12;;;;;;15;34;28;;16;;20;21;;;27;29;;27;20;32;;1;15;10;4;4;41;;109;49;18;27;37;42;15;20;16;11;14;14;12;14;14;5;;3;2;;4;;;;;;;;24;21;22;;;;;;;;;924
29/10/2015;23,74;;48;;;;;;;;;;;56;;;;10;;;;;;27;41;46;;25;;33;37;;;58;48;;37;53;43;;5;30;21;12;15;15;;52;19;16;11;21;11;6;13;12;41;;;;;2;1;;2;6;;1;;;;;;;;21;24;24;;;;;;;;;943
30/10/2015;23,98;;43;;;;;;;;;;;46;;;;13;;;;;;13;24;29;;20;;20;25;;;41;50;;30;33;39;;2;21;17;7;11;61;;145;89;51;66;49;64;28;27;27;23;1;2;2;1;8;2;;6;5;;4;;;3;2;3;3;;19;29;29;;;;;;;;;1233
